tmc,lottr_am_peak,lottr_midday,lottr_pm_peak,lottr_weekend
104+04483,1.57143,1.4,1.46667,1.375
104-04484,1.10714,1.08772,1.07143,1.07143
104+04484,1.125,1.25,1.125,1.28571
104-04485,1.07317,1.07143,1.07317,1.07317
104+04485,1.09302,1.06667,1.06818,1.06977
104-04486,1.07207,1.07018,1.07143,1.07143
104+04486,1.08696,1.08696,1.07353,1.08824
104-04487,1.08235,1.06742,1.0814,1.08046
104+04487,1.07368,1.07527,1.06522,1.07692
104-04488,1.08537,1.08235,1.08537,1.07143
104+04488,1.06383,1.06452,1.06667,1.08791
104+04489,1.07229,1.07229,1.0875,1.07407
104-04670,2,2,2,1
104+04679,1.42857,1.25,1.375,1.14286
104-04775,1.1,1.2,1.27273,1.18182
104-04776,1.16,1.23077,1.51852,1.25926
104+04776,1.4,1.33333,1.66667,1.85714
104-04777,1.27273,1.22727,1.33333,1.36364
104+04777,1.05,1.05,1.0559,1.05
104-04778,1.66667,1.5,1.5,1.6
104+04778,1.4,1.16667,1.4,1.5
104+04779,1.25,1.25,1.5,1.5
104-04788,1.021,1.02254,1.02415,1.02751
104+04788,1.02089,1.01567,1.02089,1.02611
104-04789,1.02083,1.02098,1.02797,1.02797
104+04789,1.01786,1.02121,1.02121,1.02284
104-04790,1.01556,1.01556,1.01556,1.02557
104+04790,1.02614,1.01961,1.02614,1.01961
104-04791,1.01647,1.01647,1.01647,1.02142
104+04791,1.02134,1.01565,1.01991,1.02429
104-04792,1.03226,1.03226,1.04918,1.04918
104+04792,1.02057,1.02219,1.02219,1.02694
104-04793,1.01923,1.01942,1.02913,1.03883
104+04793,1.06667,1.08333,1.08475,1.0678
104-04794,1.01567,1.01567,1.02089,1.02611
104+04794,1.04673,1.05607,1.05607,1.04673
104-04795,1.01418,1.01418,1.01418,1.02837
104+04795,1.01685,1.01401,1.01676,1.02235
104-04796,1.02303,1.01544,1.01919,1.02495
104+04796,1.02098,1.02083,1.02098,1.02083
104-04797,1.04167,1.02083,1.02083,1.02083
104+04797,1.01731,1.0153,1.0153,1.02294
104-04798,1,1,1,1
104+04798,1.02381,1.04762,1.02381,1.02381
104-04964,1.02479,1.01653,1.01653,1.02459
104+04964,1,1,1,1
104-04965,1.0226,1.02273,1.02273,1.03977
104+04965,1.01667,1.01653,1.025,1.01653
104-04966,1.01682,1.01682,1.02243,1.02985
104+04966,1.025,1.02484,1.02484,1.03106
104-04967,1.01548,1.01548,1.02167,1.02469
104+04967,1.01498,1.01493,1.0206,1.02607
104-04968,1.01676,1.01676,1.01676,1.02793
104+04968,1.01929,1.01603,1.01929,1.02564
104-04969,1,1,1,1
104+04969,1.01667,1.01667,1.01667,1.0221
104-04970,1.02216,1.01653,1.02192,1.0274
104+04970,1,1,1,1
104-04971,1.02469,1.02049,1.02439,1.02846
104+04971,1.01939,1.01385,1.01648,1.02198
104-04972,1.02673,1.02217,1.02661,1.03097
104+04972,1.02058,1.01646,1.02041,1.02033
104-04973,1.01695,1.02542,1.02521,1.03361
104+04973,1.02,1.02004,1.02212,1.02643
104-04974,1.0195,1.01939,1.0221,1.03039
104+04974,1.03306,1.02479,1.03279,1.04098
104-04975,1.03152,1.02792,1.02792,1.02802
104+04975,1.02874,1.0289,1.03161,1.03429
104-04976,1.04545,1.03371,1.03371,1.04494
104+04976,1.0266,1.03209,1.02496,1.02496
104+04977,1.04255,1.04348,1.04348,1.06452
104-04978,1.02439,1.02439,1.02427,1.03448
104-04979,1.04808,1.03846,1.03828,1.03902
104+04979,1.03721,1.03756,1.03756,1.04265
104-04980,1.07692,1.07692,1.07692,1.07692
104+04980,1.07656,1.06731,1.0622,1.02913
104-04981,1.03727,1.03727,1.03704,1.05096
104+04981,1.08333,1.08333,1.08333,1.08696
104-04982,1,1.05263,1,1.05556
104+04982,1.03509,1.02907,1.04094,1.03593
104-04983,1.05,1.05,1.05263,1.05263
104+04983,1.09091,1,1.09091,1.09091
104-04984,1.05405,1.05263,1.05405,1.05556
104+04984,1.0625,1.125,1.125,1.0625
104-04985,1.0625,1.0625,1.03125,1.06452
104+04985,1.04167,1.04167,1.04167,1.08696
104-04986,1.05882,1.05882,1.05882,1.05882
104+04986,1.04,1.04,1.04,1.06122
104-04987,1.04545,1.04545,1.04545,1.04545
104+04987,1.05882,1.05882,1.05882,1.05882
104-04988,1.0241,1.02016,1.0241,1.03659
104+04988,1.09524,1.04762,1.04762,1.04762
104-04989,1.03038,1.02799,1.03038,1.0437
104+04989,1.03065,1.02703,1.02692,1.03861
104-04990,1.02564,1.01282,1.02564,1.03896
104+04990,1.02046,1.02057,1.02828,1.03618
104-04991,1.07377,1.05738,1.04098,1.04959
104+04991,1.02632,1.01316,1.02632,1.03947
104-04992,1.04104,1.03358,1.03358,1.04545
104+04992,1.04444,1.04478,1.05185,1.06716
104-04993,1.02724,1.01929,1.02244,1.0356
104+04993,1.02317,1.0193,1.02317,1.03488
104-04994,1.04167,1.04202,1.03333,1.04237
104+04994,1.0269,1.02057,1.0269,1.03657
104-04995,1.04938,1.03704,1.03704,1.05
104+04995,1.05556,1.03968,1.03968,1.048
104-04996,1.02193,1.02193,1.02407,1.03304
104+04996,1.05556,1.05556,1.03704,1.03704
104-04997,1.02655,1.02632,1.02632,1.0354
104+04997,1.04251,1.03846,1.03259,1.03885
104-04998,1,1,1,1
104+04998,1.02632,1.02632,1.02632,1.03509
104-04999,1.05641,1.05584,1.04145,1.05759
104+04999,,,,
104-05000,1.03432,1.02494,1.03175,1.041
104+05000,1.03743,1.03209,1.03763,1.04301
104-05001,1.03529,1.02924,1.02924,1.04678
104+05001,1.02697,1.02921,1.03596,1.04251
104-05002,1.03145,1.025,1.03125,1.04403
104+05002,1.02841,1.02841,1.03409,1.04545
104-05003,1.03659,1.02424,1.0303,1.04878
104+05003,1.03165,1.02532,1.03145,1.03774
104-05004,1.04762,1.04762,1.04762,1.04762
104+05004,1.03165,1.03165,1.03145,1.03774
104-05005,1.03534,1.02817,1.02807,1.04225
104+05005,1.02326,1.02326,1.04651,1.04651
104-05006,1,1,1,1
104+05006,1.0318,1.0318,1.03169,1.03873
104-05007,1.0404,1.02,1.03,1.04
104+05007,1,1,1,1
104-05008,1.03008,1.03008,1.03759,1.03759
104+05008,1.02985,1.03731,1.02963,1.03704
104-05009,1.04286,1.02817,1.02817,1.05714
104+05009,1.03191,1.03191,1.03191,1.04255
104-05010,1.03311,1.02632,1.0297,1.03974
104+05010,1.05195,1.03896,1.03896,1.05195
104-05011,1.04233,1.02632,1.03175,1.04233
104+05011,1.03041,1.0303,1.03704,1.03716
104-05012,1.0566,1.03704,1.03704,1.0566
104+05012,1.03109,1.03109,1.03608,1.03093
104-05013,1.0678,1.0678,1.05085,1.05128
104+05013,1.03333,1.03333,1.05,1.05
104-05014,1.03965,1.03084,1.03524,1.03982
104+05014,1.03061,1.03061,1.04082,1.04082
104-05015,1.06452,1.06452,1.06452,1.06452
104+05015,1.03376,1.03376,1.04202,1.04641
104-05016,1.04545,1.02985,1.02985,1.04545
104+05016,1.02941,1.06061,1.02941,1.02941
104-05017,1.072,1.048,1.06349,1.05645
104+05017,1.03125,1.03125,1.04688,1.04688
104-05018,1.25,1,1,1.25
104+05018,1.03937,1.04762,1.04724,1.04762
104-05019,1.05042,1.03579,1.04175,1.05085
104+05019,1.02759,1.03293,1.03448,1.0312
104-05020,1.33333,1.33333,1.33333,1.33333
104+05020,1.06832,1.06224,1.05198,1.06751
104-05021,1.19474,1.14674,1.14737,1.19126
104+05021,1.16667,1.16667,1.16667,1.13793
104-05022,1.53333,2,2.41176,2
104+05022,1.14136,1.15183,1.15385,1.15135
104+05023,1.97143,2.16667,2.25641,2.29412
104-05024,1.02778,1.02778,1.02703,1.05556
104+05024,1.01818,1.01818,1.03636,1.03636
104-05025,1.03226,1.02128,1.03191,1.04255
104+05025,1.04348,1.04348,1,1.04348
104-05026,1.03571,1.01754,1.03509,1.03509
104+05026,1.03252,1.02419,1.032,1.04032
104-05027,1.02632,1.02597,1.02597,1.05263
104+05027,1.03252,1.02419,1.04032,1.03226
104-05028,1.125,1.125,1,1
104+05028,1.03226,1.04839,1.04839,1.04839
104-05029,1,1,1,1
104+05029,1.125,1,1,1.125
104-05030,1.03333,1.03333,1.06667,1.06667
104+05030,1.125,1.125,1.125,1.125
104-05031,1.02885,1.01905,1.01905,1.02857
104+05031,1.05882,1.02941,1.02941,1.05882
104-05032,1.02475,1.0197,1.0197,1.02956
104+05032,1.05405,1.03604,1.04464,1.04505
104-05033,1.03814,1.03797,1.02532,1.0339
104+05033,1.025,1.0201,1.02488,1.035
104-05034,1.02286,1.01705,1.02273,1.02841
104+05034,1.02532,1.0211,1.02101,1.03361
104-05035,1.02381,1.01775,1.01775,1.03571
104+05035,1.0221,1.0221,1.02198,1.03297
104-05036,1.0292,1.0219,1.0219,1.0365
104+05036,1.02703,1.02027,1.02685,1.03356
104-05037,1.03509,1.03509,1.03509,1.03509
104+05037,1.04027,1.04027,1.03333,1.03333
104-05038,1.0303,1.03047,1.03601,1.03591
104+05038,1.06667,1.06667,1.06667,1.06667
104-05039,1.04118,1.03366,1.04528,1.05098
104+05039,1.04494,1.04202,1.04178,1.05602
104-05040,1.04,1.03556,1.04,1.04
104+05040,1.03441,1.02823,1.03629,1.03815
104-05041,1.03646,1.03158,1.03916,1.04427
104+05041,1.06226,1.05039,1.05058,1.05469
104-05042,1.04509,1.03476,1.04509,1.04775
104+05042,1.0557,1.04798,1.05038,1.06361
104-05043,1.03535,1.03061,1.03571,1.04061
104+05043,1.03421,1.0315,1.0315,1.03675
104-05044,1.04561,1.04225,1.03887,1.03521
104+05044,1.03109,1.03109,1.03109,1.03093
104-05045,1.03457,1.02941,1.03743,1.04255
104+05045,1.04,1.02899,1.03623,1.04
104-05046,1.03021,1.02736,1.03333,1.03323
104+05046,1.03553,1.0303,1.03291,1.04051
104-05047,1.03367,1.02703,1.03378,1.03704
104+05047,1.03364,1.02736,1.03049,1.03659
104-05048,1.05357,1.03571,1.03571,1.03571
104+05048,1.06897,1.04452,1.05842,1.05842
104-05049,1.03378,1.02721,1.03401,1.03378
104+05049,1.04348,1.02899,1.04412,1.04412
104-05050,1.03846,1.03846,1.03846,1.03846
104+05050,1.03425,1.02721,1.02721,1.02703
104-05051,1.0264,1.02658,1.0297,1.03289
104+05051,1.07407,1.03571,1.03571,1.03571
104-05052,1.03704,1.03166,1.03694,1.03947
104+05052,1.03654,1.0462,1.03654,1.04305
104-05053,1.04,1.03,1.04,1.05
104+05053,1.03429,1.02857,1.03429,1.04558
104-05054,1.03077,1.03093,1.0359,1.03571
104+05054,1.03846,1.03846,1.03846,1.04808
104-05055,1.03209,1.03226,1.03743,1.03191
104+05055,1.03865,1.02899,1.03365,1.03846
104-05056,1.03279,1.03279,1.03252,1.03226
104+05056,1.03315,1.02762,1.02747,1.03297
104-05057,1.03604,1.03003,1.02985,1.03881
104+05057,1.032,1.03226,1.032,1.04
104-05058,1.07595,1.06329,1.07595,1.07595
104+05058,1.03364,1.02752,1.0304,1.03333
104-05059,1.05229,1.04575,1.05195,1.05161
104+05059,1.04651,1.03488,1.03488,1.04651
104-05060,1.04577,1.03887,1.03873,1.04561
104+05060,1.05517,1.04138,1.04828,1.05517
104-05061,1.05085,1.04237,1.04237,1.05128
104+05061,1.04428,1.03321,1.03321,1.04059
104-05062,1.05882,1.04412,1.04412,1.04412
104+05062,1.0625,1.04724,1.04724,1.05556
104-05063,1.07509,1.06873,1.06186,1.06485
104+05063,1.05618,1.05682,1.04494,1.05682
104-05064,1,1,1,1
104+05064,1.03957,1.03957,1.04317,1.04693
104-05065,1,1,1,1
104+05065,1.5,1.5,1.5,1.5
104-05066,1.125,1.28571,1.14286,1.14286
104+05066,,,,
104-05067,1.11905,1.1131,1.1131,1.08929
104+05067,1,1,1,1
104-05068,1.11076,1.11111,1.09524,1.08571
104+05068,1.04734,1.04118,1.05263,1.05952
104-05069,1.04513,1.03341,1.04296,1.04751
104+05069,1.04459,1.0381,1.04416,1.04762
104-05070,1.08333,1.0625,1.08333,1.10417
104+05070,1.03828,1.03103,1.03325,1.04296
104+05071,1.07143,1.07143,1.09524,1.07143
104-05074,1.03704,1.03704,1.03704,1.05
104-05075,1.03371,1.02222,1.02222,1.02222
104+05075,1.03448,1.02273,1.03409,1.04598
104-05076,1.01938,1.02326,1.02703,1.03101
104+05076,1.03093,1.03093,1.02041,1.03093
104-05077,1.11111,1.11111,1.11111,1.11111
104-05078,1.02535,1.02064,1.02517,1.03687
104+05078,1.14286,1.14286,1.14286,1.14286
104-05079,1.0339,1.02521,1.02941,1.03797
104+05079,1.04338,1.04555,1.03688,1.03704
104-05080,1.175,1.19403,1.09453,1.055
104+05080,1.02222,1.02222,1.02222,1.03571
104-05081,1.0303,1.0303,1.0202,1.04082
104+05081,1.02488,1.025,1.0199,1.035
104-05082,1.02473,1.0212,1.02817,1.03887
104+05082,1.02041,1.02041,1.02041,1.04124
104-05083,1.02597,1.02273,1.02597,1.03896
104+05083,1.02365,1.0202,1.02349,1.03367
104-05084,1.06667,1.06667,1.06667,1.06667
104+05084,1.02694,1.02333,1.03,1.03679
104-05085,1.02247,1.02247,1.03371,1.04545
104+05085,1.05556,1.05556,1.05556,1.05556
104-05086,1.02041,1.02041,1.02041,1.04167
104+05086,1.02439,1.02439,1.03659,1.03659
104-05087,1.04,1.04,1.04082,1.0625
104+05087,1.04,1.04,1.04,1.06122
104-05088,1.05333,1.05333,1.04054,1.0411
104+05088,1.04878,1.04878,1.04878,1.05
104-05089,1.05,1,1.05,1.05
104+05089,1.04396,1.04348,1.04348,1.05618
104-05090,1,1,1,1
104+05090,1.07407,1.03571,1.03571,1.03704
104+05091,1,2,1,1
104-05092,1.0597,1.06061,1.07576,1.06154
104-05093,1.03546,1.03597,1.04317,1.05839
104+05093,1.05882,1.04412,1.07353,1.07463
104-05094,1.08333,1.08108,1.09091,1.07904
104+05094,1.06015,1.03759,1.04511,1.06154
104-05095,1.18182,1.18056,1.20805,1.23188
104+05095,1.07071,1.05442,1.06102,1.05903
104-05096,1.07826,1.07018,1.07826,1.07965
104+05096,1.04828,1.04167,1.04861,1.04225
104+05097,1.06723,1.05042,1.06723,1.06838
104-05100,1.1,1.07692,1.12821,1.10526
104-05103,,,,
104+05103,1.02347,1.02347,1.02347,1.03791
104-05104,1.04,1.02632,1.02632,1.04
104+05104,1,1,1,1
104-05105,1.03759,1.03759,1.02985,1.03759
104+05105,1.02817,1.02817,1.02817,1.04286
104-05106,1.05263,1.05263,1.05263,1.05263
104+05106,1.03846,1.03846,1.03846,1.03846
104+05107,1.0625,1.0625,1.0625,1.0625
104-05111,1.12903,1.09836,1.1129,1.13115
104-05112,1.17857,1.13793,1.2069,1.25
104+05112,1.05263,1.05357,1.07143,1.05357
104-05113,1.02757,1.02022,1.02377,1.04044
104+05113,1.1,1.13793,1.13333,1.17241
104-05114,1.02013,1.01483,1.02013,1.02013
104+05114,1.03137,1.02416,1.02783,1.03538
104-05115,1.0155,1.01087,1.0155,1.02016
104+05115,1.01586,1.01486,1.01586,1.02017
104-05116,1.01818,1.01818,1.01818,1.03636
104+05116,1.01548,1.01548,1.01858,1.02167
104-05117,,,,
104+05117,1.01587,1.03226,1.01587,1.01587
104-05118,1.02703,1.02703,1.05405,1.05405
104-05119,1.02998,1.0234,1.02542,1.03617
104+05119,1.05455,1.03636,1.03636,1.05455
104-05120,1.10065,1.11438,1.09295,1.09121
104+05120,1.03233,1.02597,1.02586,1.03664
104-05121,1.07781,1.05949,1.06371,1.08908
104+05121,1.08414,1.10855,1.08469,1.07895
104-05122,1.02832,1.02102,1.02613,1.03678
104+05122,1.02508,1.02508,1.02188,1.03427
104-05123,1.03521,1.03125,1.03125,1.04167
104+05123,1.02214,1.02037,1.0221,1.03114
104-05124,1.02675,1.02245,1.02648,1.03448
104+05124,1.0453,1.04181,1.0346,1.04152
104-05125,1.02632,1.02614,1.03268,1.03896
104+05125,1.03883,1.03689,1.04094,1.04297
104-05126,1.0365,1.03623,1.03597,1.04317
104+05126,1.02649,1.02649,1.03974,1.02597
104-05127,1.03419,1.02542,1.0339,1.04237
104+05127,1.02941,1.02941,1.03676,1.02899
104-05128,1,1,1,1
104+05128,1.03509,1.02609,1.03478,1.03448
104-05129,1.05769,1.0566,1.0566,1.0566
104+05129,1,1,1,1
104-05130,1.06481,1.03571,1.05405,1.05405
104+05130,1.01887,1.03846,1.03922,1.05769
104-05131,1.05556,1.04545,1.05455,1.04505
104+05131,1.03509,1.04425,1.05455,1.0531
104-05132,1.03571,1.07143,1.03571,1.07407
104-05133,1.06383,1.09574,1.04301,1.04348
104+05133,1.38462,1.34615,1.2,1.28
104-05134,1.07477,1.07477,1.04717,1.03774
104+05134,1.11957,1.12088,1.04494,1.05618
104-05135,1.04142,1.04118,1.04167,1.04167
104+05135,1.04545,1.04545,1.04598,1.04598
104-05136,1.06863,1.07843,1.05911,1.07
104+05136,1.03518,1.0402,1.04061,1.05102
104-05137,1.08491,1.06161,1.06512,1.08531
104+05137,1.07173,1.07563,1.07595,1.08085
104-05138,1.0321,1.02703,1.02941,1.03163
104+05138,1.03825,1.03297,1.03867,1.03825
104-05139,1.03226,1.02135,1.02847,1.0318
104+05139,1.02571,1.02571,1.02571,1.03325
104-05140,1.03401,1.02703,1.03378,1.04027
104+05140,1.0302,1.02685,1.02676,1.03333
104+05141,1.03974,1.03974,1.03974,1.04605
104-05243,1.22222,1.125,1.125,1
104-05244,1.32353,1.05882,1.08824,1.06452
104+05244,1.16667,1.33333,1.28571,1.2
104-05245,1.21053,1.08108,1.05405,1.05714
104+05245,1.05405,1.05405,1.08108,1.08824
104-05246,1.10526,1.06897,1.08772,1.09259
104+05246,1.06667,1.03333,1.06897,1.03448
104-05247,1.07692,1.06154,1.07812,1.07937
104+05247,1.15217,1.13333,1.16279,1.17073
104-05248,1.05,1.07407,1.07595,1.07792
104+05248,1.07246,1.05797,1.07353,1.0597
104-05249,1.04444,1.06522,1.06522,1.06818
104+05249,1.06349,1.04762,1.06452,1.04839
104+05250,1.075,1.075,1.075,1.07692
104-05251,1.07895,1.08497,1.08497,1.09868
104+05251,1.17521,1.19753,1.18776,1.19915
104-05252,1.10976,1.10843,1.11905,1.10843
104+05252,1.07843,1.08442,1.0974,1.0915
104-05253,1.05594,1.05594,1.05556,1.07042
104+05253,1.06349,1.06349,1.06349,1.06349
104-05254,1.05556,1.05556,1.05495,1.05556
104+05254,1.06122,1.06122,1.06122,1.06122
104-05255,1.06557,1.06557,1.06452,1.06557
104+05255,1.05747,1.05747,1.04545,1.05747
104-05256,1.05556,1.05556,1.08333,1.08333
104+05256,1.0678,1.05085,1.08475,1.0678
104-05257,1.06122,1.05612,1.05612,1.07812
104+05257,1.08824,1.08824,1.08824,1.08824
104-05258,1.05747,1.06977,1.05747,1.06977
104+05258,1.06977,1.05747,1.06897,1.06977
104-05259,1.14286,1.15909,1.1573,1.16279
104+05259,1.07087,1.07087,1.07087,1.08065
104-05260,1.08955,1.14706,1.14706,1.14925
104+05260,1.14286,1.12791,1.15663,1.17073
104-05261,1.14706,1.19444,1.14286,1.17647
104+05261,1.07463,1.08955,1.07576,1.07576
104-05262,1.05814,1.06897,1.06977,1.09412
104+05262,1.08571,1.11429,1.11765,1.11765
104-05263,1.05263,1.05208,1.05263,1.05263
104+05263,1.05814,1.05814,1.05882,1.07059
104-05264,1.09251,1.09565,1.08333,1.12
104+05264,1.06383,1.04211,1.05376,1.07692
104-05265,1.11414,1.10462,1.11548,1.11139
104+05265,1.07692,1.07556,1.07692,1.09677
104-05266,1.1375,1.175,1.2,1.16667
104+05266,1.09848,1.09726,1.10276,1.125
104-05267,1.30435,1.28,1.34615,1.22222
104+05267,1.25275,1.25532,1.25532,1.25
104-05268,1.17526,1.1608,1.19598,1.21827
104+05268,1.25,1.23529,1.32353,1.3125
104-05269,1.21429,1.2069,1.22807,1.25
104+05269,1.1907,1.14865,1.18304,1.22685
104-05270,1.12727,1.10909,1.12727,1.1411
104+05270,1.27586,1.21311,1.25,1.24138
104-05271,1.11465,1.12658,1.12579,1.16561
104+05271,1.14118,1.11905,1.12727,1.13855
104-05272,1.18817,1.16216,1.16757,1.23077
104+05272,1.13291,1.13291,1.15823,1.15484
104-05273,1.09167,1.08197,1.06557,1.09016
104+05273,1.14525,1.16575,1.16949,1.14286
104-05274,1.08609,1.08609,1.08609,1.08784
104+05274,1.12598,1.10236,1.112,1.112
104-05275,1.07216,1.06061,1.07216,1.06186
104+05275,1.09934,1.08609,1.08609,1.08784
104-05276,1.07229,1.07229,1.08434,1.08537
104+05276,1.08247,1.06122,1.06186,1.07292
104-05277,1.0814,1.0814,1.09302,1.11364
104+05277,1.05747,1.08046,1.05882,1.08434
104-05278,1.08475,1.08475,1.08475,1.08621
104+05278,1.0814,1.09195,1.09195,1.10465
104-05279,1.12222,1.09783,1.09783,1.11111
104+05279,1.06897,1.0678,1.06897,1.05263
104-05280,1.28261,1.30435,1.26087,1.38095
104+05280,1.08727,1.08214,1.09747,1.08
104-05281,1.22034,1.21311,1.25424,1.24138
104+05281,1.16667,1.18605,1.18605,1.21429
104-05282,1.20513,1.2,1.17949,1.18421
104+05282,1.17857,1.2069,1.19298,1.2
104-05283,1.2,1.23913,1.22727,1.30952
104+05283,1.20513,1.25641,1.24324,1.22857
104-05284,1.24342,1.18519,1.24138,1.27976
104+05284,1.35849,1.40351,1.41509,1.44231
104-05285,1.21429,1.27411,1.28495,1.32961
104+05285,1.21774,1.23313,1.27815,1.2953
104-05286,1.08,1.07812,1.088,1.0813
104+05286,1.19162,1.21925,1.26136,1.29545
104-05287,1.09375,1.10177,1.07143,1.06818
104+05287,1.08871,1.08661,1.09756,1.05691
104-05288,1.12403,1.13077,1.0873,1.08065
104+05288,1.09459,1.09865,1.07798,1.07442
104-05289,1.25177,1.36184,1.37543,1.44286
104+05289,1.12698,1.11719,1.08065,1.08065
104-05290,1.19298,1.16949,1.19298,1.18519
104+05290,1.1497,1.13529,1.15476,1.17791
104-05291,1.20652,1.20213,1.25547,1.24627
104+05291,1.0991,1.07018,1.0991,1.09174
104-05292,1.15244,1.19186,1.18675,1.14465
104+05292,1.25874,1.24742,1.29577,1.24908
104-05293,1.26045,1.28793,1.30769,1.34118
104+05293,1.22727,1.29514,1.29268,1.38433
104-05294,1.09929,1.11111,1.1049,1.12676
104+05294,1.27458,1.28475,1.32343,1.47692
104-05295,1.09917,1.09091,1.10169,1.08475
104+05295,1.05426,1.09924,1.08397,1.10078
104-05296,1.12179,1.12102,1.1465,1.11765
104+05296,1.08475,1.09091,1.1157,1.11017
104-05297,1.13609,1.15029,1.16667,1.14286
104+05297,1.15625,1.1375,1.15,1.18065
104-05298,1.12621,1.13462,1.17757,1.16667
104+05298,1.12941,1.13609,1.15205,1.15758
104-05299,1.07273,1.05455,1.05455,1.07407
104+05299,1.11,1.09901,1.10784,1.1
104-05300,1.1122,1.10577,1.1122,1.13433
104+05300,1.05556,1.05357,1.07273,1.05556
104-05301,1.13953,1.11932,1.12429,1.16374
104+05301,1.11386,1.1564,1.16667,1.16585
104-05302,1.24038,1.20561,1.21429,1.25243
104+05302,1.13143,1.14773,1.17514,1.2093
104-05303,1.29577,1.18919,1.22078,1.30556
104+05303,1.23148,1.23214,1.3,1.33645
104-05304,1.28788,1.29605,1.30464,1.40411
104+05304,1.22078,1.23457,1.34211,1.41333
104-05305,1.23611,1.27485,1.37853,1.44231
104+05305,1.24088,1.28659,1.32911,1.39241
104-05306,1.30137,1.30233,1.5,1.39759
104+05306,1.29333,1.30065,1.37662,1.40741
104-05307,1.2314,1.24113,1.28261,1.29577
104+05307,1.2551,1.25893,1.30579,1.33
104-05308,1.29927,1.2027,1.42614,1.3037
104+05308,1.22835,1.25,1.27891,1.28472
104-05309,1.27273,1.22727,1.43478,1.27778
104+05309,1.19835,1.20635,1.23256,1.26496
104-05323,1.20492,1.28986,1.27132,1.52632
104+05323,1.17117,1.20732,1.27953,1.29694
104-05324,1.17213,1.12821,1.11304,1.11818
104+05324,1.13924,1.1625,1.17722,1.12162
104-05325,1.44048,1.17722,1.19737,1.2027
104+05325,1.23661,1.25764,1.28085,1.3379
104-05326,1.19283,1.26457,1.29694,1.40278
104-05336,1.28947,1.30702,1.27928,1.18
104-05337,1.21277,1.22917,1.28,1.25532
104+05337,1.23423,1.26852,1.23148,1.21
104-05338,1.35,1.39344,1.40909,1.45
104+05338,1.29412,1.32692,1.31481,1.26923
104-05339,1.15254,1.15254,1.18644,1.15789
104+05339,1.25455,1.28571,1.23333,1.2
104-05340,1.14768,1.16318,1.14463,1.18615
104+05340,1.10526,1.15789,1.13793,1.16364
104-05341,1.30932,1.30165,1.38174,1.35526
104+05341,1.23387,1.31048,1.20161,1.22458
104-05342,1.12644,1.13793,1.13793,1.12941
104+05342,1.26339,1.29046,1.39683,1.38393
104+05343,1.22989,1.21978,1.20879,1.22353
104-05351,1.12871,1.16172,1.22772,1.17333
104+05352,1.13851,1.19472,1.12871,1.12838
104-05357,1.08772,1.08696,1.07965,1.0991
104+05357,1.10563,1.10345,1.11111,1.13475
104-05358,1.15294,1.16571,1.18497,1.20755
104+05358,1.17111,1.2229,1.23958,1.27887
104-05359,1.24958,1.25574,1.24333,1.28571
104+05359,1.45,1.40909,1.40909,1.47368
104-05360,1.24286,1.33735,1.48276,1.63918
104+05360,1.2392,1.22975,1.21035,1.25589
104-05361,1.2381,1.29293,1.34737,1.44211
104+05361,1.23944,1.3253,1.31325,1.58696
104-05362,1.18868,1.25455,1.24299,1.24038
104+05362,1.18293,1.15556,1.16092,1.25287
104-05363,1.07246,1.08571,1.07353,1.07246
104+05363,1.18447,1.20952,1.21359,1.19608
104-05364,1.32353,1.29412,1.30769,1.25758
104+05364,1.11392,1.11392,1.11688,1.10256
104-05365,1.13084,1.14019,1.12381,1.14953
104+05365,1.14516,1.1129,1.11475,1.14754
104-05366,1.07619,1.07619,1.07767,1.07619
104+05366,1.28448,1.30645,1.35593,1.28448
104-05367,1.11675,1.11111,1.11053,1.12245
104+05367,1.09524,1.08257,1.1028,1.09524
104-05368,1.3871,1.34783,1.2381,1.25556
104+05368,1.08947,1.07653,1.10471,1.08854
104-05369,1.22131,1.19328,1.15044,1.18803
104+05369,1.1016,1.10204,1.09896,1.09896
104-05370,1.32258,1.32258,1.31034,1.25
104+05370,1.42647,1.39216,1.48322,1.51471
104-05371,1.15833,1.22581,1.23622,1.22581
104+05371,1.52778,1.47222,1.54286,1.41667
104-05372,1.20974,1.24911,1.22909,1.21014
104+05372,1.19257,1.1853,1.1794,1.22045
104-05373,1.18367,1.14,1.18,1.15686
104+05373,1.35028,1.26344,1.34104,1.46893
104-05374,1.47423,1.58537,1.54762,1.62832
104+05374,1.33929,1.25455,1.25,1.28571
104-05375,1.38312,1.46061,1.49558,1.50595
